date,close,same_day_return,next_day_return,gap_to_next,next_day_ok,sentiment_mean,sentiment_median,sentiment_std,share_positive,share_negative,avg_positive_probability,avg_negative_probability,headline_count
2008-03-05,1333.7,0.002307177802995497,-0.030239184224338467,2.0,false,0.04462474,0.04462474,0.0,0.0,0.0,0.06459949,0.019974751,1
2008-03-07,1293.37,-0.030239184224338467,-0.015463479128169033,3.0,true,-0.441264235,-0.441264235,0.7325666770311196,0.5,0.5,0.049990284,0.49125452199999997,2
2008-03-10,1273.37,-0.015463479128169033,0.037129820869032715,1.0,true,-0.9610297,-0.9610297,0.0,0.0,1.0,0.0070664417,0.96809614,1
2008-03-11,1320.65,0.037129820869032715,0.007640177185476826,7.0,false,0.2531272,0.2531272,0.0,1.0,0.0,0.5338113,0.28068408,1
2008-03-18,1330.74,0.007640177185476826,-0.0037422787321340634,9.0,false,-0.22696301,-0.22696301,0.0,0.0,1.0,0.3621088,0.5890718,1
2008-03-27,1325.76,-0.0037422787321340634,0.031506456673907834,6.0,false,-0.9472321,-0.9472321,0.0,0.0,1.0,0.011984473,0.9592166,1
2008-04-02,1367.53,0.031506456673907834,0.0036635393739077315,5.0,false,-0.9620625,-0.9620625,0.0,0.0,1.0,0.009219831,0.9712823,1
2008-04-07,1372.54,0.0036635393739077315,-0.005704751774083028,9.0,false,-0.01167722,-0.01167722,0.0,0.0,0.0,0.033635713,0.045312934,1
2008-04-16,1364.71,-0.005704751774083028,0.00822885448190469,6.0,false,0.230113016,0.230113016,0.28561155029670104,0.5,0.0,0.35524479,0.1251317735,2
2008-04-22,1375.94,0.00822885448190469,0.0028998357486518245,1.0,true,-0.011357762,-0.011357762,0.0,0.0,0.0,0.043665674,0.055023436,1
2008-04-23,1379.93,0.0028998357486518245,0.006442355771669517,1.0,true,-0.53902996,-0.53902996,0.0,0.0,1.0,0.105785914,0.64481586,1
2008-04-24,1388.82,0.006442355771669517,0.006494722138218112,1.0,true,-0.944855,-0.944855,0.0,0.0,1.0,0.012279523,0.9571345,1
2008-04-25,1397.84,0.006494722138218112,0.00690350826990227,10.0,false,0.044917583,0.044917583,0.0,0.0,0.0,0.33866936,0.29375178,1
2008-05-05,1407.49,0.00690350826990227,0.007651919374205063,1.0,true,0.14195174,0.14195174,0.0,1.0,0.0,0.22046876,0.07851702,1
2008-05-06,1418.26,0.007651919374205063,-0.018113745011492988,1.0,true,0.7009337,0.7009337,0.0,1.0,0.0,0.8174105,0.11647682,1
2008-05-07,1392.57,-0.018113745011492988,0.0036694744249841094,1.0,true,-0.9347989,-0.9347989,0.0,0.0,1.0,0.021360945,0.95615983,1
2008-05-08,1397.68,0.0036694744249841094,0.00422128097990937,4.0,false,-0.95009816,-0.95009816,0.0,0.0,1.0,0.0179349,0.9680331,1
2008-05-12,1403.58,0.00422128097990937,0.01551033785035405,4.0,false,0.15858698833333335,0.076339275,0.43174364937535176,0.6666666666666666,0.3333333333333333,0.3281005083333333,0.169513514,3
2008-05-16,1425.35,0.01551033785035405,-0.024302802820359792,5.0,false,-0.84556437,-0.84556437,0.0,0.0,1.0,0.06194666,0.907511,1
2008-05-21,1390.71,-0.024302802820359792,-0.010627665005644604,2.0,false,0.3614638,0.3614638,0.0,1.0,0.0,0.37160972,0.0101459185,1
2008-05-23,1375.93,-0.010627665005644604,0.0068462785170755325,4.0,true,0.003999317,0.003999317,0.0,0.0,0.0,0.027944347,0.02394503,1
2008-05-27,1385.35,0.0068462785170755325,0.00931894467102179,2.0,false,-0.015271248,-0.015271248,0.0,0.0,0.0,0.025200939,0.040472187,1
2008-05-29,1398.26,0.00931894467102179,-0.009004047888089395,4.0,false,-0.82985634,-0.82985634,0.0,0.0,1.0,0.072869815,0.9027262,1
2008-06-02,1385.67,-0.009004047888089395,-0.006112566484083537,2.0,false,-0.9454335,-0.9454335,0.0,0.0,1.0,0.012137498,0.95757097,1
2008-06-04,1377.2,-0.006112566484083537,0.019496079000871358,1.0,true,-0.022265729999999984,-0.022265729999999984,1.2422759240492371,0.5,0.5,0.4745738075,0.49683950499999996,2
2008-06-05,1404.05,0.019496079000871358,-0.030120009971154826,4.0,false,0.08444068,0.08444068,0.0,1.0,0.0,0.099090345,0.01464967,1
2008-06-09,1361.76,-0.030120009971154826,-0.001270414757372773,4.0,false,-0.4848405495,-0.4848405495,0.6432494534089377,0.0,0.5,0.029143059,0.513983615,2
2008-06-13,1360.03,-0.001270414757372773,-0.030955199517657683,7.0,false,-0.6661515,-0.6661515,0.0,0.0,1.0,0.14241195,0.8085635,1
2008-06-20,1317.93,-0.030955199517657683,-0.0027619069298067123,4.0,false,-0.9133124,-0.9133124,0.0,0.0,1.0,0.025434982,0.93874735,1
2008-06-24,1314.29,-0.0027619069298067123,-0.022354274931712048,7.0,false,0.08790841499999999,0.08790841499999999,0.06529389369244301,0.5,0.0,0.128617145,0.0407087245,2
2008-07-01,1284.91,-0.022354274931712048,-0.01820360959133327,1.0,true,-0.911813,-0.911813,0.0,0.0,1.0,0.012050421,0.9238635,1
2008-07-02,1261.52,-0.01820360959133327,-0.00730071659585263,5.0,false,-0.25941924,-0.25941924,0.9959375001584242,0.5,0.5,0.235294448,0.494713676,2
2008-07-07,1252.31,-0.00730071659585263,-0.006084755372072315,2.0,false,0.039519347,0.039519347,0.0,0.0,0.0,0.06942246,0.029903116,1
2008-07-09,1244.69,-0.006084755372072315,-0.013167937398067098,5.0,false,-0.9398515,-0.9398515,0.0,0.0,1.0,0.0117606735,0.9516122,1
2008-07-14,1228.3,-0.013167937398067098,0.04387364650329739,9.0,false,-0.17308989,-0.17308989,0.0,0.0,1.0,0.01816685,0.19125675,1
2008-07-23,1282.19,0.04387364650329739,-0.01481059749335123,6.0,false,-0.009318147,-0.009318147,0.0,0.0,0.0,0.023558125,0.03287627,1
2008-07-29,1263.2,-0.01481059749335123,0.0033090563647879545,2.0,false,0.81539595,0.81539595,0.0,1.0,0.0,0.88473606,0.069340125,1
2008-07-31,1267.38,0.0033090563647879545,-0.005578437406302927,1.0,true,-0.5977534,-0.5977534,0.0,0.0,1.0,0.053843595,0.651597,1
2008-08-01,1260.31,-0.005578437406302927,-0.0089660480358007,3.0,true,0.7089944,0.7089944,0.0,1.0,0.0,0.77369255,0.06469815,1
2008-08-04,1249.01,-0.0089660480358007,0.0378779993755054,4.0,false,0.3141086,0.3141086,0.0,1.0,0.0,0.3235162,0.00940757,1
2008-08-08,1296.32,0.0378779993755054,-0.008092137743766936,5.0,false,0.019523297,0.019523297,0.0,0.0,0.0,0.046284042,0.026760746,1
2008-08-13,1285.83,-0.008092137743766936,0.005521725266948385,1.0,true,-0.93220747,-0.93220747,0.0,0.0,1.0,0.016787823,0.9489953,1
2008-08-14,1292.93,0.005521725266948385,-0.02029498890117798,5.0,false,0.7971155,0.7971155,0.0,1.0,0.0,0.86540467,0.068289146,1
2008-08-19,1266.69,-0.02029498890117798,0.0038051930622329255,7.0,false,0.031424676,0.031424676,0.009501221284749029,0.0,0.0,0.050484048000000004,0.019059373,2
2008-08-26,1271.51,0.0038051930622329255,0.007982634820017154,1.0,true,0.4114793365,0.4114793365,0.5725518044398331,0.5,0.0,0.4676504485,0.0561711175,2
2008-08-27,1281.66,0.007982634820017154,0.01484012920743405,1.0,true,-0.0010240154999999994,-0.0010240154999999994,0.03381064378972871,0.0,0.0,0.0399434315,0.0409674475,2
2008-08-28,1300.68,0.01484012920743405,-0.01975889534704922,6.0,false,0.027043654,0.027043654,0.0,0.0,0.0,0.051184047,0.024140393,1
2008-09-03,1274.98,-0.01975889534704922,-0.039584934665641835,6.0,false,-0.9477612,-0.9477612,0.0,0.0,1.0,0.011434279,0.95919544,1
2008-09-09,1224.51,-0.039584934665641835,0.006149398534924133,1.0,true,0.16210364,0.16210364,0.0,1.0,0.0,0.17423835,0.0121347215,1
2008-09-10,1232.04,0.006149398534924133,0.013806369923054396,1.0,true,0.037792817,0.037792817,0.0,0.0,0.0,0.16999523,0.13220242,1
2008-09-11,1249.05,0.013806369923054396,-0.045114286858012,4.0,false,-0.08778406,-0.08778406,0.0,0.0,1.0,0.025151258,0.11293532,1
2008-09-15,1192.7,-0.045114286858012,0.017523266538106652,1.0,true,-0.882492,-0.882492,0.0,0.0,1.0,0.029425418,0.91191745,1
2008-09-16,1213.6,0.017523266538106652,-0.047140738299274676,1.0,true,-0.7743704499999999,-0.7743704499999999,0.09278223847593356,0.0,1.0,0.0818456925,0.856216125,2
2008-09-17,1156.39,-0.047140738299274676,0.08534318006900765,2.0,false,-0.9089239,-0.9089239,0.0,0.0,1.0,0.012756858,0.9216808,1
2008-09-19,1255.08,0.08534318006900765,-0.05514389520986718,5.0,false,0.023403334,0.023403334,0.0,0.0,0.0,0.04905693,0.025653595,1
2008-09-24,1185.87,-0.05514389520986718,0.02310539941140277,2.0,false,0.06560071,0.06560071,0.0,1.0,0.0,0.08259129,0.016990582,1
2008-09-26,1213.27,0.02310539941140277,-0.08806778375794333,3.0,true,0.027332628,0.027332628,0.0,0.0,0.0,0.052322347,0.024989719,1
2008-09-29,1106.42,-0.08806778375794333,0.0493845013647618,2.0,false,-0.9302988666666666,-0.9344217,0.01965428473853307,0.0,1.0,0.016744105666666665,0.947043,3
2008-10-01,1161.06,0.0493845013647618,-0.08971973885931805,5.0,false,-0.14716917,-0.14716917,0.0,0.0,1.0,0.039781965,0.18695115,1
2008-10-06,1056.89,-0.08971973885931805,-0.057394809298981,1.0,true,-0.020358313,-0.020358313,0.0,0.0,0.0,0.032642987,0.0530013,1
2008-10-07,996.23,-0.057394809298981,0.007146943978800113,6.0,false,-0.9497289,-0.9497289,0.0,0.0,1.0,0.011712061,0.961441,1
2008-10-13,1003.35,0.007146943978800113,-0.09519110978222955,2.0,false,-0.79794294,-0.79794294,0.0,0.0,1.0,0.027512966,0.8254559,1
2008-10-15,907.84,-0.09519110978222955,0.03603057807543175,2.0,false,-0.467097005,-0.467097005,0.6477337047050139,0.0,0.5,0.017401443,0.484498455,2
2008-10-17,940.55,0.03603057807543175,0.0476848652384243,3.0,true,0.09381396,0.09381396,0.6608862373174064,0.5,0.5,0.39223550700000004,0.298421535,2
2008-10-20,985.4,0.0476848652384243,-0.030799675258778136,1.0,true,-0.44464284,-0.44464284,0.0,0.0,1.0,0.025328068,0.4699709,1
2008-10-21,955.05,-0.030799675258778136,-0.049149259201088924,2.0,false,0.016748725,0.016748725,0.0,0.0,0.0,0.038457245,0.02170852,1
2008-10-23,908.11,-0.049149259201088924,-0.03451123762539787,1.0,true,-0.8579956,-0.8579956,0.11133438696189062,0.0,1.0,0.051616102,0.9096117,2
2008-10-24,876.77,-0.03451123762539787,0.06081412457086821,5.0,false,-0.4559730046,-0.4559730046,0.6467432608022913,0.0,0.5,0.0270205065,0.4829935085,2
2008-10-29,930.09,0.06081412457086821,0.02580395445602046,1.0,true,0.017403848,0.017403848,0.0,0.0,0.0,0.05756777,0.040163923,1
2008-10-30,954.09,0.02580395445602046,0.012797534823758783,4.0,false,-0.222330975,-0.222330975,0.3010207378337181,0.0,0.5,0.125961393,0.348292368,2
2008-11-03,966.3,0.012797534823758783,0.04082583048742627,1.0,true,-0.02572106,-0.11701152,0.7572853230404611,0.3333333333333333,0.6666666666666666,0.3665183666666667,0.39223942366666664,3
2008-11-04,1005.75,0.04082583048742627,-0.05267710663683822,1.0,true,0.059678704,0.059678704,0.0,1.0,0.0,0.10449969,0.044820987,1
2008-11-05,952.77,-0.05267710663683822,-0.02285966182814314,2.0,false,0.000838656,0.000838656,0.0,0.0,0.0,0.037122328,0.03628367,1
2008-11-07,930.99,-0.02285966182814314,-0.012653197134233407,3.0,true,0.008665554,0.008665554,0.0,0.0,0.0,0.047028963,0.03836341,1
2008-11-10,919.21,-0.012653197134233407,-0.02204066535394522,1.0,true,-0.9475999,-0.9475999,0.0,0.0,1.0,0.008896694,0.9564966,1
2008-11-11,898.95,-0.02204066535394522,-0.05361811001724237,6.0,false,-0.5340760849999999,-0.5340760849999999,0.6026305026872323,0.0,1.0,0.1339030435,0.6679791500000001,2
2008-11-17,850.75,-0.05361811001724237,-0.05961798413164854,4.0,false,-0.464170995,-0.464170995,0.685680887102238,0.0,0.5,0.1165668515,0.580737855,2
2008-11-21,800.03,-0.05961798413164854,0.06472257290351613,3.0,true,-0.10948411,-0.10948411,0.0,0.0,1.0,0.0240628,0.1335469,1
2008-11-24,851.81,0.06472257290351613,0.04211032976837559,2.0,false,0.88767993,0.88767993,0.0,1.0,0.0,0.9155457,0.027865795,1
2008-11-26,887.68,0.04211032976837559,-0.08051324801730342,5.0,false,0.068296835,0.068296835,0.0,1.0,0.0,0.11509041,0.04679357,1
2008-12-01,816.21,-0.08051324801730342,0.03994070153514406,1.0,true,0.027557673,0.027557673,0.0,0.0,0.0,0.05391174,0.026354069,1
2008-12-02,848.81,0.03994070153514406,0.02583617063889454,1.0,true,-0.0036079362,-0.0036079362,0.0,0.0,0.0,0.06700072,0.07060865,1
2008-12-03,870.74,0.02583617063889454,-0.0293084043457289,1.0,true,0.19358796,0.19358796,0.0,1.0,0.0,0.20621085,0.012622891,1
2008-12-04,845.22,-0.0293084043457289,0.0514067343413549,5.0,false,-0.95603347,-0.95603347,0.0,0.0,1.0,0.009578591,0.96561205,1
2008-12-09,888.67,0.0514067343413549,-0.016969178660245055,2.0,false,-0.94098705,-0.94098705,0.0,0.0,1.0,0.016736528,0.95772356,1
2008-12-11,873.59,-0.016969178660245055,0.035291154889593335,6.0,false,-0.287466255,-0.287466255,0.31809141276027564,0.0,1.0,0.04033502,0.327801262,2
2008-12-17,904.42,0.035291154889593335,-0.021162734127949445,1.0,true,-0.93363947,-0.93363947,0.0,0.0,1.0,0.018614313,0.95225376,1
2008-12-18,885.28,-0.021162734127949445,-0.01934981022953186,6.0,false,0.011730025,0.011730025,0.0,0.0,0.0,0.04119299,0.029462965,1
2008-12-24,868.15,-0.01934981022953186,0.025905661464032725,6.0,false,0.42191458,0.42191458,0.0,1.0,0.0,0.57925737,0.15734279,1
2008-12-30,890.64,0.025905661464032725,0.014158358034671803,1.0,true,-0.36791948125,-0.36791948125,0.5402189441727664,0.0,0.5,0.031381360999999997,0.3993008525,2
2008-12-31,903.25,0.014158358034671803,0.0037641848879048645,7.0,false,0.021941856,0.021941856,0.0,0.0,0.0,0.08755967,0.065617815,1
2009-01-07,906.65,0.0037641848879048645,0.003397121270611647,1.0,true,-0.9658421,-0.9658421,0.0,0.0,1.0,0.009523745,0.9753659,1
2009-01-08,909.73,0.003397121270611647,-0.04338649929099847,4.0,false,-0.45056248,-0.45056248,0.0,0.0,1.0,0.24970764,0.7002701,1
2009-01-12,870.26,-0.04338649929099847,-0.07473628570771951,8.0,false,-0.958588,-0.958588,0.0,0.0,1.0,0.011517559,0.9701056,1
2009-01-20,805.22,-0.07473628570771951,0.043491219790864566,1.0,true,-0.014573496,-0.014573496,0.0,0.0,0.0,0.034296535,0.04887003,1
2009-01-21,840.24,0.043491219790864566,-0.00986622869656284,2.0,false,-0.878331265,-0.878331265,0.11324178629093788,0.0,1.0,0.026313087,0.90464435,2
2009-01-23,831.95,-0.00986622869656284,0.050652082456878356,5.0,false,-0.93332785,-0.93332785,0.0,0.0,1.0,0.012186693,0.94551456,1
2009-01-28,874.09,0.050652082456878356,-0.055154503540825406,2.0,false,-0.022254844,-0.022254844,0.06178312408020099,0.0,0.5,0.047509906000000005,0.06976475,2
2009-01-30,825.88,-0.055154503540825406,-0.0005327650506126158,3.0,true,-0.6542694,-0.6542694,0.0,0.0,1.0,0.047811434,0.70208085,1
2009-02-02,825.44,-0.0005327650506126158,0.05385006784260504,7.0,false,-0.52844197,-0.52844197,0.0,0.0,1.0,0.20830907,0.736751,1
2009-02-09,869.89,0.05385006784260504,-0.09279334168688003,8.0,false,0.16055937,0.16055937,0.0,1.0,0.0,0.18673036,0.026170978,1
2009-02-17,789.17,-0.09279334168688003,-0.0009503655739574457,1.0,true,-0.8642408,-0.8642408,0.0,0.0,1.0,0.035034247,0.89927506,1
2009-02-18,788.42,-0.0009503655739574457,-0.0571903300271428,5.0,false,-0.043142835,-0.043142835,0.11150305314240705,0.0,0.5,0.064604175,0.10774700849999999,2
2009-02-23,743.33,-0.0571903300271428,0.029018067345593312,2.0,false,-0.031809434,-0.031809434,0.0,0.0,0.0,0.057560503,0.08936994,1
2009-02-25,764.9,0.029018067345593312,-0.08377565694862066,5.0,false,-0.041951716,-0.041951716,0.0,0.0,0.0,0.027327383,0.0692791,1
2009-03-02,700.82,-0.08377565694862066,-0.006406780628406716,1.0,true,-0.5273955,-0.5273955,0.0,0.0,1.0,0.10186424,0.6292597,1
2009-03-03,696.33,-0.006406780628406716,0.023753105567762445,1.0,true,-0.9586877,-0.9586877,0.0,0.0,1.0,0.009989383,0.9686771,1
2009-03-04,712.87,0.023753105567762445,-0.04253229901665112,1.0,true,-0.94481784,-0.94481784,0.0,0.0,1.0,0.012840899,0.95765877,1
2009-03-05,682.55,-0.04253229901665112,-0.008819866676433974,4.0,false,-0.7805537,-0.7805537,0.0,0.0,1.0,0.06427693,0.84483063,1
2009-03-09,676.53,-0.008819866676433974,0.1182800467089411,4.0,false,0.038545378,0.038545378,0.0,0.0,0.0,0.08060562,0.04206024,1
2009-03-13,756.55,0.1182800467089411,0.04996365078316045,5.0,false,-0.004104309,-0.004104309,0.0,0.0,0.0,0.043456018,0.047560327,1
2009-03-18,794.35,0.04996365078316045,0.04847988921759927,8.0,false,0.013736978,0.013736978,0.0,0.0,0.0,0.050127327,0.03639035,1
2009-03-26,832.86,0.04847988921759927,0.003145786806906248,11.0,false,-0.502883,-0.502883,0.0,0.0,1.0,0.027423711,0.53030676,1
2009-04-06,835.48,0.003145786806906248,0.027828314262459797,7.0,false,-0.4491212015,-0.4491212015,0.698659596604359,0.0,0.5,0.044751716999999996,0.493872907,2
2009-04-13,858.73,0.027828314262459797,0.012658227848101333,4.0,false,-0.23035377,-0.23035377,0.0,0.0,1.0,0.066655874,0.29700965,1
2009-04-17,869.6,0.012658227848101333,-0.016605335786568642,11.0,false,-0.93566406,-0.93566406,0.0,0.0,1.0,0.008614472,0.94427854,1
2009-04-28,855.16,-0.016605335786568642,0.02063941250760082,2.0,false,-0.94959944,-0.94959944,0.0,0.0,1.0,0.009953546,0.959553,1
2009-04-30,872.81,0.02063941250760082,0.03961916110035402,7.0,false,-0.397941725,-0.397941725,0.6999021762590549,0.5,0.5,0.071458931,0.469400653,2
2009-05-07,907.39,0.03961916110035402,0.0020388146221581582,4.0,false,-0.31610385,-0.31610385,0.0,0.0,1.0,0.071736805,0.38784066,1
2009-05-11,909.24,0.0020388146221581582,0.010888214332849477,18.0,false,0.019114290000000006,0.019114290000000006,0.5783347025943923,0.5,0.5,0.236035314,0.2169210285,2
2009-05-29,919.14,0.010888214332849477,0.02581761211567346,3.0,true,-0.041626893,-0.041626893,0.0,0.0,0.0,0.025951726,0.06757862,1
2009-06-01,942.87,0.02581761211567346,-0.0029484446424214994,4.0,false,-0.0200491193,-0.0200491193,0.033389194288848616,0.0,0.0,0.036623785,0.056672904999999996,2
2009-06-05,940.09,-0.0029484446424214994,0.005105894116520737,6.0,false,-0.036886167,-0.036886167,0.0,0.0,0.0,0.029233914,0.06612008,1
2009-06-11,944.89,0.005105894116520737,-0.03617352284392883,6.0,false,-0.413453842,-0.413453842,0.7557302973439034,0.5,0.5,0.068801943,0.482255783,2
2009-06-17,910.71,-0.03617352284392883,0.01155142690867561,2.0,false,-0.061042833333333345,0.0368366,0.8281807359599614,0.3333333333333333,0.3333333333333333,0.2817862985,0.34282913866666664,3
2009-06-19,921.23,0.01155142690867561,-0.022024901490398707,5.0,false,0.05796071,0.05796071,0.0,1.0,0.0,0.06842829,0.010467581,1
2009-06-24,900.94,-0.022024901490398707,0.024851821430949883,7.0,false,0.0012608282,0.0012608282,0.0,0.0,0.0,0.03748317,0.036222342,1
2009-07-01,923.33,0.024851821430949883,-0.029144509546966013,1.0,true,0.12554056,0.12554056,0.2253430093438219,0.5,0.0,0.21322417100000002,0.087683603,2
2009-07-02,896.42,-0.029144509546966013,-0.018808147966355104,6.0,false,-0.044887166,-0.044887166,0.0,0.0,0.0,0.026361559,0.071248725,1
2009-07-08,879.56,-0.018808147966355104,0.0035472281595343436,1.0,true,-0.082596496,-0.082596496,0.0,0.0,1.0,0.02428234,0.10687883,1
2009-07-09,882.68,0.0035472281595343436,0.02081161915983132,4.0,false,0.05792313,0.05792313,0.0,1.0,0.0,0.0835064,0.025583267,1
2009-07-13,901.05,0.02081161915983132,0.09592142500416179,18.0,false,0.040078804,0.040078804,0.0,0.0,0.0,0.058391422,0.01831262,1
2009-07-31,987.48,0.09592142500416179,0.015433223964029574,5.0,false,0.028276399,0.028276399,0.0,0.0,0.0,0.09174108,0.06346468,1
2009-08-05,1002.72,0.015433223964029574,0.007738950055848015,2.0,false,0.8381303,0.8381303,0.0,1.0,0.0,0.87213784,0.03400754,1
2009-08-07,1010.48,0.007738950055848015,-0.015962710790911272,4.0,false,-0.037413813,-0.037413813,0.0,0.0,0.0,0.028176203,0.06559002,1
2009-08-11,994.35,-0.015962710790911272,0.01848443706944236,2.0,false,0.0349867,0.0349867,0.0,0.0,0.0,0.06873584,0.033749137,1
2009-08-13,1012.73,0.01848443706944236,-0.008531395337355474,1.0,true,-0.08951077,-0.08951077,0.0,0.0,1.0,0.034345903,0.12385667,1
2009-08-14,1004.09,-0.008531395337355474,-0.007598920415500587,5.0,false,0.03074707,0.03074707,0.0,0.0,0.0,0.044559505,0.013812434,1
2009-08-19,996.46,-0.007598920415500587,0.02424583023904625,12.0,false,0.19996804,0.19996804,0.0,1.0,0.0,0.21237494,0.012406903,1
2009-08-31,1020.62,0.02424583023904625,-0.02212380709764661,1.0,true,-0.040981084,-0.040981084,0.0,0.0,0.0,0.028188216,0.0691693,1
2009-09-01,998.04,-0.02212380709764661,-0.0032964610636847524,1.0,true,-0.03596905,-0.03596905,0.0,0.0,0.0,0.027690941,0.06365999,1
2009-09-02,994.75,-0.0032964610636847524,0.030801708972103548,6.0,false,-0.26346064,-0.26346064,0.0,0.0,1.0,0.04850965,0.3119703,1
2009-09-08,1025.39,0.030801708972103548,0.0077824047435608446,1.0,true,0.8055977,0.8055977,0.0,1.0,0.0,0.8169079,0.011310156,1
2009-09-09,1033.37,0.0077824047435608446,0.010422210824777345,1.0,true,0.026319355,0.026319355,0.0,0.0,0.0,0.054285232,0.027965877,1
2009-09-10,1044.14,0.010422210824777345,-0.001350393625376034,1.0,true,-0.02051281,-0.02051281,0.0,0.0,0.0,0.024721647,0.045234457,1
2009-09-11,1042.73,-0.001350393625376034,0.006339129017099321,3.0,true,-0.27293442,-0.27293442,0.8970388021673626,0.5,0.5,0.220250895,0.493185315,2
2009-09-14,1049.34,0.006339129017099321,0.01850687098557202,2.0,false,-0.07220371,-0.07220371,0.0,0.0,1.0,0.023732852,0.09593657,1
2009-09-16,1068.76,0.01850687098557202,-0.00043040532954086164,2.0,false,-0.021756671,-0.021756671,0.0,0.0,0.0,0.021050587,0.04280726,1
2009-09-18,1068.3,-0.00043040532954086164,0.0031451839370963963,4.0,false,-0.5274784,-0.5274784,0.0,0.0,1.0,0.17072721,0.6982056,1
2009-09-22,1071.66,0.0031451839370963963,-0.010068491872422425,1.0,true,0.464215862,0.464215862,0.5697847181212481,1.0,0.0,0.49528744300000005,0.031071575999999997,2
2009-09-23,1060.87,-0.010068491872422425,-0.015543846088587498,2.0,false,0.515045,0.515045,0.0,1.0,0.0,0.53146434,0.016419332,1
2009-09-25,1044.38,-0.015543846088587498,0.01780960952909849,3.0,true,-0.07414842,-0.07414842,0.0,0.0,1.0,0.023999583,0.098148,1
2009-09-28,1062.98,0.01780960952909849,-0.005550433686428824,2.0,false,-0.012551092,-0.012551092,0.06228483896886985,0.0,0.5,0.04964271,0.06219380199999999,2
2009-09-30,1057.08,-0.005550433686428824,-0.025759639762364284,1.0,true,-0.044649728,-0.044649728,0.0,0.0,0.0,0.027031451,0.07168118,1
2009-10-01,1029.85,-0.025759639762364284,0.024149147934165338,5.0,false,-0.03448312,-0.03448312,0.0,0.0,0.0,0.028846951,0.06333007,1
2009-10-06,1054.72,0.024149147934165338,0.0027116201456309774,1.0,true,0.424907003,0.424907003,0.6247532179774894,0.5,0.0,0.454489309,0.029582307000000002,2
2009-10-07,1057.58,0.0027116201456309774,0.007469884074963629,1.0,true,0.1625889,0.1625889,0.0,1.0,0.0,0.19634488,0.03375598,1
2009-10-08,1065.48,0.007469884074963629,0.005640650223373456,1.0,true,-0.37305346,-0.37305346,0.0,0.0,1.0,0.036494035,0.4095475,1
2009-10-09,1071.49,0.005640650223373456,0.004386415178863068,3.0,true,0.29312718,0.29312718,0.0,1.0,0.0,0.3059892,0.012862027,1
2009-10-12,1076.19,0.004386415178863068,0.020182309815181432,7.0,false,0.12905145,0.12905145,0.0,1.0,0.0,0.14594863,0.016897183,1
2009-10-19,1097.91,0.020182309815181432,-0.03142334071098729,8.0,false,0.54464793,0.54464793,0.0,1.0,0.0,0.59890276,0.05425484,1
2009-10-27,1063.41,-0.03142334071098729,-0.0195409108434188,1.0,true,0.06292883,0.06292883,0.0,1.0,0.0,0.07480126,0.011872428,1
